station_number,state_code,state_name,country
70273,NSW,New South Wales,Australia
70274,NSW,New South Wales,Australia
70275,NSW,New South Wales,Australia
70276,NSW,New South Wales,Australia
70277,NSW,New South Wales,Australia
70278,NSW,New South Wales,Australia
70279,NSW,New South Wales,Australia
70280,NSW,New South Wales,Australia
70281,NSW,New South Wales,Australia
70282,NSW,New South Wales,Australia
70283,NSW,New South Wales,Australia
70284,NSW,New South Wales,Australia
70285,NSW,New South Wales,Australia
70286,NSW,New South Wales,Australia
70287,NSW,New South Wales,Australia
70288,NSW,New South Wales,Australia
70289,NSW,New South Wales,Australia
70290,NSW,New South Wales,Australia
70291,NSW,New South Wales,Australia
70292,NSW,New South Wales,Australia
70293,NSW,New South Wales,Australia
70294,NSW,New South Wales,Australia
70295,NSW,New South Wales,Australia
70296,NSW,New South Wales,Australia
70297,NSW,New South Wales,Australia
70298,NSW,New South Wales,Australia
70299,NSW,New South Wales,Australia
70300,NSW,New South Wales,Australia
70301,NSW,New South Wales,Australia
70302,NSW,New South Wales,Australia
70303,NSW,New South Wales,Australia
70304,NSW,New South Wales,Australia
70305,NSW,New South Wales,Australia
70306,NSW,New South Wales,Australia
70307,NSW,New South Wales,Australia
70308,NSW,New South Wales,Australia
70309,NSW,New South Wales,Australia
70310,NSW,New South Wales,Australia
70311,NSW,New South Wales,Australia
70312,NSW,New South Wales,Australia
70313,NSW,New South Wales,Australia
70314,NSW,New South Wales,Australia
70315,NSW,New South Wales,Australia
70316,NSW,New South Wales,Australia
70317,NSW,New South Wales,Australia
70318,NSW,New South Wales,Australia
70319,NSW,New South Wales,Australia
70320,NSW,New South Wales,Australia
70321,NSW,New South Wales,Australia
70322,NSW,New South Wales,Australia
70323,NSW,New South Wales,Australia
70324,NSW,New South Wales,Australia
70325,NSW,New South Wales,Australia
70326,NSW,New South Wales,Australia
70327,NSW,New South Wales,Australia
70328,NSW,New South Wales,Australia
70329,NSW,New South Wales,Australia
70330,NSW,New South Wales,Australia
70331,NSW,New South Wales,Australia
70332,NSW,New South Wales,Australia
70333,NSW,New South Wales,Australia
70334,NSW,New South Wales,Australia
70335,NSW,New South Wales,Australia
70336,NSW,New South Wales,Australia
70337,NSW,New South Wales,Australia
70338,NSW,New South Wales,Australia
70339,NSW,New South Wales,Australia
70340,NSW,New South Wales,Australia
70341,NSW,New South Wales,Australia
70342,NSW,New South Wales,Australia
70343,NSW,New South Wales,Australia
70344,NSW,New South Wales,Australia
70345,NSW,New South Wales,Australia
70346,NSW,New South Wales,Australia
70347,NSW,New South Wales,Australia
70348,NSW,New South Wales,Australia
70349,NSW,New South Wales,Australia
70350,NSW,New South Wales,Australia
70351,NSW,New South Wales,Australia
70352,NSW,New South Wales,Australia
70353,NSW,New South Wales,Australia
70354,NSW,New South Wales,Australia
70355,NSW,New South Wales,Australia
70356,NSW,New South Wales,Australia
70357,NSW,New South Wales,Australia
70358,NSW,New South Wales,Australia
71000,NSW,New South Wales,Australia
71001,NSW,New South Wales,Australia
71002,NSW,New South Wales,Australia
71003,NSW,New South Wales,Australia
71004,NSW,New South Wales,Australia
71005,NSW,New South Wales,Australia
71006,NSW,New South Wales,Australia
71007,NSW,New South Wales,Australia
71008,NSW,New South Wales,Australia
71009,NSW,New South Wales,Australia
71010,NSW,New South Wales,Australia
71011,NSW,New South Wales,Australia
71012,NSW,New South Wales,Australia
71013,NSW,New South Wales,Australia
71014,NSW,New South Wales,Australia
71015,NSW,New South Wales,Australia
71016,NSW,New South Wales,Australia
71017,NSW,New South Wales,Australia
71018,NSW,New South Wales,Australia
71019,NSW,New South Wales,Australia
71020,NSW,New South Wales,Australia
71021,NSW,New South Wales,Australia
71022,NSW,New South Wales,Australia
71023,NSW,New South Wales,Australia
71024,NSW,New South Wales,Australia
71025,NSW,New South Wales,Australia
71026,NSW,New South Wales,Australia
71027,NSW,New South Wales,Australia
71028,NSW,New South Wales,Australia
71029,NSW,New South Wales,Australia
71030,NSW,New South Wales,Australia
71031,NSW,New South Wales,Australia
71032,NSW,New South Wales,Australia
71033,NSW,New South Wales,Australia
71034,NSW,New South Wales,Australia
71035,NSW,New South Wales,Australia
71036,NSW,New South Wales,Australia
71037,NSW,New South Wales,Australia
71038,NSW,New South Wales,Australia
71039,NSW,New South Wales,Australia
71040,NSW,New South Wales,Australia
71041,NSW,New South Wales,Australia
71042,NSW,New South Wales,Australia
71043,NSW,New South Wales,Australia
71044,NSW,New South Wales,Australia
71045,NSW,New South Wales,Australia
71046,NSW,New South Wales,Australia
71047,NSW,New South Wales,Australia
71048,NSW,New South Wales,Australia
71049,NSW,New South Wales,Australia
71050,NSW,New South Wales,Australia
71051,NSW,New South Wales,Australia
71052,NSW,New South Wales,Australia
71053,NSW,New South Wales,Australia
71054,NSW,New South Wales,Australia
71055,NSW,New South Wales,Australia
71056,NSW,New South Wales,Australia
71057,NSW,New South Wales,Australia
71058,NSW,New South Wales,Australia
71059,NSW,New South Wales,Australia
71060,NSW,New South Wales,Australia
71061,NSW,New South Wales,Australia
71062,NSW,New South Wales,Australia
71063,NSW,New South Wales,Australia
71064,NSW,New South Wales,Australia
71065,NSW,New South Wales,Australia
71066,NSW,New South Wales,Australia
71067,NSW,New South Wales,Australia
71068,NSW,New South Wales,Australia
71069,NSW,New South Wales,Australia
71070,NSW,New South Wales,Australia
71071,NSW,New South Wales,Australia
71072,NSW,New South Wales,Australia
71073,NSW,New South Wales,Australia
71074,NSW,New South Wales,Australia
71075,NSW,New South Wales,Australia
72000,NSW,New South Wales,Australia
72001,NSW,New South Wales,Australia
72002,NSW,New South Wales,Australia
72003,NSW,New South Wales,Australia
72004,NSW,New South Wales,Australia
72005,NSW,New South Wales,Australia
72006,NSW,New South Wales,Australia
72007,NSW,New South Wales,Australia
72008,NSW,New South Wales,Australia
72009,NSW,New South Wales,Australia
72010,NSW,New South Wales,Australia
72011,NSW,New South Wales,Australia
72012,NSW,New South Wales,Australia
72013,NSW,New South Wales,Australia
72014,NSW,New South Wales,Australia
72015,NSW,New South Wales,Australia
72016,NSW,New South Wales,Australia
72017,NSW,New South Wales,Australia
72018,NSW,New South Wales,Australia
72019,NSW,New South Wales,Australia
72020,NSW,New South Wales,Australia
72021,NSW,New South Wales,Australia
72022,NSW,New South Wales,Australia
72023,NSW,New South Wales,Australia
72024,NSW,New South Wales,Australia
72025,NSW,New South Wales,Australia
72026,NSW,New South Wales,Australia
72027,NSW,New South Wales,Australia
72028,NSW,New South Wales,Australia
72029,NSW,New South Wales,Australia
72030,NSW,New South Wales,Australia
72031,NSW,New South Wales,Australia
72032,NSW,New South Wales,Australia
72033,NSW,New South Wales,Australia
72034,NSW,New South Wales,Australia
72035,NSW,New South Wales,Australia
72036,NSW,New South Wales,Australia
72037,NSW,New South Wales,Australia
72038,NSW,New South Wales,Australia
72039,NSW,New South Wales,Australia
72040,NSW,New South Wales,Australia
72041,NSW,New South Wales,Australia
72042,NSW,New South Wales,Australia
72043,NSW,New South Wales,Australia
72044,NSW,New South Wales,Australia
72045,NSW,New South Wales,Australia
72046,NSW,New South Wales,Australia
72047,NSW,New South Wales,Australia
72048,NSW,New South Wales,Australia
72049,NSW,New South Wales,Australia
72050,NSW,New South Wales,Australia
72051,NSW,New South Wales,Australia
72052,NSW,New South Wales,Australia
72053,NSW,New South Wales,Australia
72054,NSW,New South Wales,Australia
72055,NSW,New South Wales,Australia
72056,NSW,New South Wales,Australia
72057,NSW,New South Wales,Australia
72058,NSW,New South Wales,Australia
72059,NSW,New South Wales,Australia
72060,NSW,New South Wales,Australia
72061,NSW,New South Wales,Australia
72062,NSW,New South Wales,Australia
72063,NSW,New South Wales,Australia
72064,NSW,New South Wales,Australia
72065,NSW,New South Wales,Australia
72066,NSW,New South Wales,Australia
72067,NSW,New South Wales,Australia
72068,NSW,New South Wales,Australia
72069,NSW,New South Wales,Australia
72070,NSW,New South Wales,Australia
72071,NSW,New South Wales,Australia
72072,NSW,New South Wales,Australia
72073,NSW,New South Wales,Australia
72074,NSW,New South Wales,Australia
72075,NSW,New South Wales,Australia
72076,NSW,New South Wales,Australia
72077,NSW,New South Wales,Australia
72078,NSW,New South Wales,Australia
72079,NSW,New South Wales,Australia
72080,NSW,New South Wales,Australia
72081,NSW,New South Wales,Australia
72082,NSW,New South Wales,Australia
72083,NSW,New South Wales,Australia
72084,NSW,New South Wales,Australia
72085,NSW,New South Wales,Australia
72086,NSW,New South Wales,Australia
72087,NSW,New South Wales,Australia
72088,NSW,New South Wales,Australia
72089,NSW,New South Wales,Australia
72090,NSW,New South Wales,Australia
72091,NSW,New South Wales,Australia
72092,NSW,New South Wales,Australia
72093,NSW,New South Wales,Australia
72094,NSW,New South Wales,Australia
72095,NSW,New South Wales,Australia
72096,NSW,New South Wales,Australia
72097,NSW,New South Wales,Australia
72098,NSW,New South Wales,Australia
72099,NSW,New South Wales,Australia
72100,NSW,New South Wales,Australia
72101,NSW,New South Wales,Australia
72102,NSW,New South Wales,Australia
72103,NSW,New South Wales,Australia
72104,NSW,New South Wales,Australia
72105,NSW,New South Wales,Australia
72106,NSW,New South Wales,Australia
72107,NSW,New South Wales,Australia
72108,NSW,New South Wales,Australia
72109,NSW,New South Wales,Australia
72110,NSW,New South Wales,Australia
72111,NSW,New South Wales,Australia
72112,NSW,New South Wales,Australia
72113,NSW,New South Wales,Australia
72114,NSW,New South Wales,Australia
72115,NSW,New South Wales,Australia
72116,NSW,New South Wales,Australia
72117,NSW,New South Wales,Australia
72118,NSW,New South Wales,Australia
72119,NSW,New South Wales,Australia
72120,NSW,New South Wales,Australia
72121,NSW,New South Wales,Australia
72122,NSW,New South Wales,Australia
72123,NSW,New South Wales,Australia
72124,NSW,New South Wales,Australia
72125,NSW,New South Wales,Australia
72126,NSW,New South Wales,Australia
72127,NSW,New South Wales,Australia
72128,NSW,New South Wales,Australia
72129,NSW,New South Wales,Australia
72130,NSW,New South Wales,Australia
72131,NSW,New South Wales,Australia
72132,NSW,New South Wales,Australia
72133,NSW,New South Wales,Australia
72134,NSW,New South Wales,Australia
72135,NSW,New South Wales,Australia
72136,NSW,New South Wales,Australia
72137,NSW,New South Wales,Australia
72138,NSW,New South Wales,Australia
72139,NSW,New South Wales,Australia
72140,NSW,New South Wales,Australia
72141,NSW,New South Wales,Australia
72142,NSW,New South Wales,Australia
72143,NSW,New South Wales,Australia
72144,NSW,New South Wales,Australia
72145,NSW,New South Wales,Australia
72146,NSW,New South Wales,Australia
72147,NSW,New South Wales,Australia
72148,NSW,New South Wales,Australia
72149,NSW,New South Wales,Australia
72150,NSW,New South Wales,Australia
72151,NSW,New South Wales,Australia
72152,NSW,New South Wales,Australia
72153,NSW,New South Wales,Australia
72154,NSW,New South Wales,Australia
72155,NSW,New South Wales,Australia
72156,NSW,New South Wales,Australia
72157,NSW,New South Wales,Australia
72158,NSW,New South Wales,Australia
72159,NSW,New South Wales,Australia
72160,NSW,New South Wales,Australia
72161,NSW,New South Wales,Australia
72162,NSW,New South Wales,Australia
72163,NSW,New South Wales,Australia
72164,NSW,New South Wales,Australia
72165,NSW,New South Wales,Australia
72166,NSW,New South Wales,Australia
72167,NSW,New South Wales,Australia
72168,NSW,New South Wales,Australia
72169,NSW,New South Wales,Australia
72170,NSW,New South Wales,Australia
72171,NSW,New South Wales,Australia
73000,NSW,New South Wales,Australia
73001,NSW,New South Wales,Australia
73002,NSW,New South Wales,Australia
73003,NSW,New South Wales,Australia
73004,NSW,New South Wales,Australia
73005,NSW,New South Wales,Australia
73006,NSW,New South Wales,Australia
73007,NSW,New South Wales,Australia
73008,NSW,New South Wales,Australia
73009,NSW,New South Wales,Australia
73010,NSW,New South Wales,Australia
73011,NSW,New South Wales,Australia
73012,NSW,New South Wales,Australia
73013,NSW,New South Wales,Australia
73014,NSW,New South Wales,Australia
73015,NSW,New South Wales,Australia
73016,NSW,New South Wales,Australia
73017,NSW,New South Wales,Australia
73018,NSW,New South Wales,Australia
73019,NSW,New South Wales,Australia
73020,NSW,New South Wales,Australia
73021,NSW,New South Wales,Australia
73022,NSW,New South Wales,Australia
73023,NSW,New South Wales,Australia
73024,NSW,New South Wales,Australia
73025,NSW,New South Wales,Australia
73026,NSW,New South Wales,Australia
73027,NSW,New South Wales,Australia
73028,NSW,New South Wales,Australia
73029,NSW,New South Wales,Australia
73030,NSW,New South Wales,Australia
73031,NSW,New South Wales,Australia
73032,NSW,New South Wales,Australia
73033,NSW,New South Wales,Australia
73034,NSW,New South Wales,Australia
73035,NSW,New South Wales,Australia
73036,NSW,New South Wales,Australia
73037,NSW,New South Wales,Australia
73038,NSW,New South Wales,Australia
73039,NSW,New South Wales,Australia
73040,NSW,New South Wales,Australia
73041,NSW,New South Wales,Australia
73042,NSW,New South Wales,Australia
73043,NSW,New South Wales,Australia
73044,NSW,New South Wales,Australia
73045,NSW,New South Wales,Australia
73046,NSW,New South Wales,Australia
73047,NSW,New South Wales,Australia
73048,NSW,New South Wales,Australia
73049,NSW,New South Wales,Australia
73050,NSW,New South Wales,Australia
73051,NSW,New South Wales,Australia
73052,NSW,New South Wales,Australia
73053,NSW,New South Wales,Australia
73054,NSW,New South Wales,Australia
73055,NSW,New South Wales,Australia
73056,NSW,New South Wales,Australia
73057,NSW,New South Wales,Australia
73058,NSW,New South Wales,Australia
73059,NSW,New South Wales,Australia
73060,NSW,New South Wales,Australia
